frame_number,timestamp_seconds,objects_detected,active_tracks,processing_time_ms,fps,contour_count_raw,contour_count_filtered,inference_time_ms,class_counts,roi_objects,roi_class_counts,entered,exited,circle_count,rectangle_count,triangle_count,other_count,active_vehicles,vehicle_class_counts,direction_a,direction_b,total_crossings,line_orientation
31,1.2,20,20,35.65909998724237,28.043332567500762,,,31.739300000481308,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,0,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
32,1.24,20,20,36.92549996776506,27.08155612985531,,,32.89199998835102,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,0,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
33,1.28,19,19,35.42269999161363,28.230484978184933,,,32.27239998523146,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,0,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
34,1.32,20,20,36.932900024112314,27.07612993691619,,,33.036999986507,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,0,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
35,1.36,21,21,36.61959996679798,27.307780557588657,,,32.46219997527078,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
36,1.4,21,21,37.56939998129383,26.61740673255122,,,33.516100025735795,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
37,1.44,21,21,37.7604000386782,26.482770282510092,,,33.58599997591227,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
38,1.48,19,19,35.8919000136666,27.861439478523813,,,32.49470004811883,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,0,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
39,1.52,19,19,36.95959999458864,27.056569880258788,,,33.05999998701736,"{""car"": 17, ""bus"": 1, ""truck"": 1}",19,"{""car"": 17, ""bus"": 1, ""truck"": 1}",0,0,0,0,0,0,19,"{""car"": 17, ""truck"": 1, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
40,1.56,21,21,37.50949999084696,26.659912828590603,,,33.32129999762401,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
41,1.6,21,21,38.55430003022775,25.93744405205047,,,34.28900003200397,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
42,1.64,21,21,36.80360002908856,27.171254964449876,,,33.088100026361644,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
43,1.68,21,21,37.2565999859944,26.840881894105276,,,33.107199997175485,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
44,1.72,21,21,37.38000005250797,26.75227390570606,,,33.27979997266084,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,0,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,0,0,horizontal
45,1.76,19,19,36.46629996364936,27.422579230599986,,,32.57769998162985,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
46,1.8,19,19,37.157999991904944,26.91210507072111,,,33.20110001368448,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
47,1.84,19,19,36.57509997719899,27.34100523644235,,,32.7271000132896,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
48,1.88,19,19,39.42510002525523,25.36455200771621,,,35.51969997351989,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
49,1.92,19,19,37.26690000621602,26.83346347115544,,,33.344399998895824,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
50,1.96,18,18,75.15639998018742,13.305586753272085,,,67.96940002823249,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
51,2.0,19,19,38.8208000222221,25.759386705775572,,,34.779699984937906,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
52,2.04,19,19,35.94999999040738,27.816411690315224,,,31.979599967598915,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
53,2.08,18,18,37.02930000144988,27.005641477447455,,,33.11349998693913,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
54,2.12,19,19,35.996299993712455,27.78063301435625,,,32.01600001193583,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",0,1,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
55,2.16,19,19,36.810300021898,27.16630941353676,,,32.853699987754226,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",0,1,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
56,2.2,20,20,37.549100001342595,26.63179676648027,,,33.434799988754094,"{""car"": 17, ""truck"": 3}",20,"{""car"": 17, ""truck"": 3}",0,1,0,0,0,0,20,"{""car"": 17, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
57,2.24,20,20,37.362499977461994,26.764804298513894,,,33.16320001613349,"{""car"": 17, ""truck"": 3}",20,"{""car"": 17, ""truck"": 3}",0,1,0,0,0,0,20,"{""car"": 17, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
58,2.28,21,21,38.0330000189133,26.29295610398111,,,33.802199992351234,"{""car"": 18, ""truck"": 3}",21,"{""car"": 18, ""truck"": 3}",0,1,0,0,0,0,21,"{""car"": 18, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
59,2.32,21,21,36.48719994816929,27.40687148974209,,,32.44600002653897,"{""car"": 18, ""truck"": 3}",21,"{""car"": 18, ""truck"": 3}",0,1,0,0,0,0,21,"{""car"": 18, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
60,2.36,21,21,37.21249999944121,26.87269062855267,,,33.10289996443316,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
61,2.4,20,20,37.22960001323372,26.86034767079253,,,33.204899984411895,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
62,2.44,19,19,36.704600031953305,27.244541532381415,,,33.59639999689534,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
63,2.48,18,18,37.48170001199469,26.67968634506934,,,33.26359996572137,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
64,2.52,21,21,37.26479999022558,26.834975640880838,,,33.37580000516027,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
65,2.56,19,19,36.69640002772212,27.250629468954852,,,32.83869998995215,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
66,2.6,19,19,36.98660002555698,27.036818721077918,,,33.173699979670346,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
67,2.64,20,20,36.44900000654161,27.435594935952345,,,32.50370000023395,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
68,2.68,21,21,38.50809996947646,25.96856247887204,,,34.62669998407364,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
69,2.72,20,20,36.08740004710853,27.71050279861112,,,32.23969996906817,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
70,2.76,20,20,37.69799997098744,26.526606206419565,,,33.593200030736625,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
71,2.8,21,21,37.14690002379939,26.9201467513929,,,33.21620001224801,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
72,2.84,20,20,37.65489999204874,26.55696868697464,,,33.695199992507696,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
73,2.88,20,20,36.61320003448054,27.312553916572394,,,32.677399984095246,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
74,2.92,21,21,40.116699994541705,24.927274679524,,,36.187599995173514,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
75,2.96,20,20,37.10519999731332,26.950400484902577,,,33.270000014454126,"{""car"": 18, ""bus"": 1, ""truck"": 1}",20,"{""car"": 18, ""bus"": 1, ""truck"": 1}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 1, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
76,3.0,22,22,37.912300031166524,26.37666401610905,,,33.5462000221014,"{""car"": 19, ""bus"": 1, ""truck"": 2}",22,"{""car"": 19, ""bus"": 1, ""truck"": 2}",0,1,0,0,0,0,22,"{""car"": 19, ""truck"": 2, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
77,3.04,21,21,37.56750002503395,26.618752893688093,,,33.18909998051822,"{""car"": 18, ""bus"": 1, ""truck"": 2}",21,"{""car"": 18, ""bus"": 1, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 18, ""truck"": 2, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
78,3.08,20,20,37.05499996431172,26.98691137398776,,,33.229399996344,"{""car"": 19, ""truck"": 1}",20,"{""car"": 19, ""truck"": 1}",0,1,0,0,0,0,20,"{""car"": 19, ""truck"": 1, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
79,3.12,20,20,37.02199994586408,27.010966491876815,,,33.10629999032244,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
80,3.16,21,21,37.10040001897141,26.95388727584195,,,32.98799996264279,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
81,3.2,20,20,36.88199998578057,27.113497109309108,,,32.88120002252981,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
82,3.24,19,19,37.63599996455014,26.570305052128646,,,33.42980000888929,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
83,3.28,18,18,35.64449999248609,28.05481912246774,,,31.621100031770766,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
84,3.32,18,18,36.046599969267845,27.741867495202527,,,32.25940000265837,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
85,3.36,18,18,36.82979999575764,27.151925889230686,,,33.147200010716915,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
86,3.4,19,19,35.994599980767816,27.781945084382308,,,32.20009995857254,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
87,3.44,18,18,36.42200003378093,27.45593320170537,,,32.63279999373481,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
88,3.48,18,18,42.822000046726316,23.352482343394154,,,39.119500026572496,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
89,3.52,19,19,37.18679997837171,26.89126250663171,,,33.3845000131987,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
90,3.56,19,19,36.119199998211116,27.686106005933887,,,32.23379998235032,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
91,3.6,18,18,37.17369999503717,26.900738966890675,,,33.39580004103482,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
92,3.64,19,19,37.73209999781102,26.5026330381297,,,33.52029999950901,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
93,3.68,20,20,38.098499993793666,26.24775254046491,,,33.871899999212474,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
94,3.72,18,18,37.31829999014735,26.796504671006357,,,33.452400006353855,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
95,3.76,18,18,35.64839996397495,28.05174989650491,,,31.680199957918376,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
96,3.8,18,18,36.9782000198029,27.04296043248376,,,33.218400028999895,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
97,3.84,19,19,36.24500002479181,27.590012396633846,,,32.51809999346733,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
98,3.88,18,18,36.698399984743446,27.2491443881948,,,32.961999997496605,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
99,3.92,19,19,36.66069998871535,27.277166019956336,,,32.91579999495298,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
100,3.96,19,19,35.95069999573752,27.81587006980572,,,31.98319999501109,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
101,4.0,21,21,36.06680000666529,27.7263300269277,,,32.164999982342124,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
102,4.04,21,21,39.351999992504716,25.411669043262545,,,34.707099955994636,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
103,4.08,20,20,39.25259999232367,25.47601942789936,,,34.37119995942339,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
104,4.12,21,21,38.70720003033057,25.834986752242738,,,34.83700001379475,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
105,4.16,20,20,41.750699980184436,23.951694234458735,,,37.78390004299581,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
106,4.2,20,20,41.917000024113804,23.856669118131663,,,38.03529997821897,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
107,4.24,22,22,39.17780000483617,25.524659370269855,,,34.87269999459386,"{""car"": 20, ""truck"": 2}",22,"{""car"": 20, ""truck"": 2}",0,1,0,0,0,0,22,"{""car"": 20, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
108,4.28,22,22,44.383900007233024,22.530692432098913,,,40.10990000097081,"{""car"": 20, ""truck"": 2}",22,"{""car"": 20, ""truck"": 2}",0,1,0,0,0,0,22,"{""car"": 20, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
109,4.32,21,21,41.737499996088445,23.959269244533523,,,37.23180002998561,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
110,4.36,21,21,39.55250000581145,25.282851901980152,,,35.31399997882545,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
111,4.4,18,18,37.02839999459684,27.006297872603714,,,33.10649999184534,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
112,4.44,20,20,36.37390001676977,27.492240302496064,,,32.44430001359433,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
113,4.48,20,20,35.74860002845526,27.973123400749053,,,31.79639996960759,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
114,4.52,18,18,36.63359995698556,27.29734454637764,,,32.913199975155294,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
115,4.56,20,20,35.1832999731414,28.422575504952366,,,31.441700004506856,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
116,4.6,22,22,37.43590001249686,26.71232692859474,,,33.391800010576844,"{""car"": 20, ""truck"": 2}",22,"{""car"": 20, ""truck"": 2}",0,1,0,0,0,0,22,"{""car"": 20, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
117,4.64,21,21,37.33049996662885,26.7877473083387,,,33.284900011494756,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
118,4.68,21,21,37.43530000792816,26.712755067762696,,,33.44229998765513,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
119,4.72,20,20,36.6972999763675,27.24996118635389,,,32.644699967931956,"{""car"": 18, ""truck"": 1, ""bus"": 1}",20,"{""car"": 18, ""truck"": 1, ""bus"": 1}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 1, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
120,4.76,20,20,36.630599992349744,27.299580138159047,,,32.52409998094663,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
