frame_number,timestamp_seconds,objects_detected,active_tracks,processing_time_ms,fps,contour_count_raw,contour_count_filtered,inference_time_ms,class_counts,roi_objects,roi_class_counts,entered,exited,circle_count,rectangle_count,triangle_count,other_count,active_vehicles,vehicle_class_counts,direction_a,direction_b,total_crossings,line_orientation
187,7.44,18,18,36.3999999826774,27.47252748560153,,,32.730900042224675,"{""car"": 15, ""truck"": 3}",18,"{""car"": 15, ""truck"": 3}",1,2,0,0,0,0,18,"{""car"": 15, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
188,7.48,18,18,39.34419999131933,25.416706915393732,,,35.42989998823032,"{""car"": 14, ""truck"": 3, ""bus"": 1}",18,"{""car"": 14, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,18,"{""car"": 14, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
189,7.52,21,21,42.110899987164885,23.746820901590638,,,38.06940000504255,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
190,7.56,22,22,39.05019996454939,25.608063490272045,,,34.76000000955537,"{""car"": 17, ""truck"": 3, ""bus"": 2}",22,"{""car"": 17, ""truck"": 3, ""bus"": 2}",1,2,0,0,0,0,22,"{""car"": 17, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
191,7.6,21,21,39.395400031935424,25.383674215501344,,,35.27900000335649,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
192,7.64,22,22,37.28309995494783,26.82180401330309,,,32.95959997922182,"{""car"": 17, ""truck"": 3, ""bus"": 2}",22,"{""car"": 17, ""truck"": 3, ""bus"": 2}",1,2,0,0,0,0,22,"{""car"": 17, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
193,7.68,20,20,38.16459997324273,26.202292194890077,,,34.240399952977896,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
194,7.72,20,20,37.59889997309074,26.59652278964791,,,33.37070002453402,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
195,7.76,20,20,36.70209995470941,27.246397378733246,,,32.610800000838935,"{""car"": 17, ""truck"": 3}",20,"{""car"": 17, ""truck"": 3}",1,2,0,0,0,0,20,"{""car"": 17, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
196,7.8,20,20,36.23689996311441,27.596179612988454,,,32.119099982082844,"{""car"": 17, ""truck"": 3}",20,"{""car"": 17, ""truck"": 3}",1,2,0,0,0,0,20,"{""car"": 17, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
197,7.84,21,21,37.83260000636801,26.4322304000169,,,33.613900013733655,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
198,7.88,19,19,37.556399998720735,26.626620230747957,,,33.64560002228245,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,2,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
199,7.92,19,19,36.96110000601038,27.055471829501457,,,33.08459999971092,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,2,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
200,7.96,21,21,37.81660000095144,26.443413738274746,,,33.64300000248477,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
201,8.0,20,20,36.96210001362488,27.054739845176073,,,32.83039998495951,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,2,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
202,8.04,20,20,37.52419998636469,26.649468885769014,,,33.10070000588894,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,2,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
203,8.08,19,19,39.64289999566972,25.225197957496352,,,35.271700005978346,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,2,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
204,8.12,21,21,38.08450000360608,26.25740130250663,,,33.83390000090003,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,2,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
205,8.16,19,19,38.15899998880923,26.2061374850826,,,34.24479998648167,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,2,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
206,8.2,20,20,36.10369999660179,27.697992175154447,,,32.009200018364936,"{""car"": 15, ""truck"": 4, ""bus"": 1}",20,"{""car"": 15, ""truck"": 4, ""bus"": 1}",1,2,0,0,0,0,20,"{""car"": 15, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
207,8.24,21,21,37.90689999004826,26.38042151330051,,,33.64759997930378,"{""car"": 15, ""truck"": 5, ""bus"": 1}",21,"{""car"": 15, ""truck"": 5, ""bus"": 1}",1,2,0,0,0,0,21,"{""car"": 15, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
208,8.28,23,23,35.06059997016564,28.52204471261008,,,31.55209997203201,"{""car"": 17, ""truck"": 5, ""bus"": 1}",23,"{""car"": 17, ""truck"": 5, ""bus"": 1}",1,2,0,0,0,0,23,"{""car"": 17, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
209,8.32,22,22,37.111999990884215,26.9454623907531,,,32.59780001826584,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,2,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
210,8.36,20,20,37.74350002640858,26.494628195591677,,,34.44120002677664,"{""car"": 17, ""truck"": 3}",20,"{""car"": 17, ""truck"": 3}",1,2,0,0,0,0,20,"{""car"": 17, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
211,8.4,22,22,38.92220003763214,25.692278417796132,,,34.471499966457486,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,2,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,2,3,horizontal
212,8.44,22,22,40.22249998524785,24.86170676528718,,,35.591799998655915,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
213,8.48,21,21,38.86240004794672,25.731812722998168,,,35.35300004296005,"{""car"": 18, ""truck"": 3}",21,"{""car"": 18, ""truck"": 3}",1,3,0,0,0,0,21,"{""car"": 18, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
214,8.52,22,22,37.365199998021126,26.76287026572748,,,33.02609996171668,"{""car"": 18, ""truck"": 3, ""bus"": 1}",22,"{""car"": 18, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
215,8.56,22,22,36.79509996436536,27.177531817238204,,,32.46800001943484,"{""car"": 18, ""truck"": 3, ""bus"": 1}",22,"{""car"": 18, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
216,8.6,22,22,38.746199978049845,25.808982572910665,,,34.165200020652264,"{""car"": 18, ""truck"": 3, ""bus"": 1}",22,"{""car"": 18, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
217,8.64,20,20,36.3632999942638,27.500254381691075,,,33.10250001959503,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
218,8.68,21,21,36.34430002421141,27.51463088665436,,,32.904200023040175,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
219,8.72,21,21,37.34700003406033,26.775912364795126,,,33.24620000785217,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
220,8.76,20,20,37.03710000263527,26.999954098156923,,,32.91960002388805,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
221,8.8,19,19,37.27380000054836,26.828496155081808,,,33.31860003527254,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,3,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
222,8.84,17,17,36.92859999136999,27.079282730287485,,,33.15039997687563,"{""car"": 14, ""truck"": 3}",17,"{""car"": 14, ""truck"": 3}",1,3,0,0,0,0,17,"{""car"": 14, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
223,8.88,19,19,37.3014000360854,26.80864522598614,,,33.39679999044165,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,3,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
224,8.92,21,21,37.63149998849258,26.57348233011685,,,33.329400001093745,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
225,8.96,20,20,37.14480000780895,26.921668707053744,,,32.921899983193725,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
226,9.0,22,22,37.79319999739528,26.459786418427665,,,33.46199996303767,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
227,9.04,22,22,38.58520003268495,25.91667269193667,,,34.205199975986034,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,3,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
228,9.08,18,18,37.69169998122379,26.531040003453075,,,33.73480000300333,"{""car"": 15, ""truck"": 3}",18,"{""car"": 15, ""truck"": 3}",1,3,0,0,0,0,18,"{""car"": 15, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
229,9.12,21,21,38.04509999463335,26.284593814737253,,,33.60239998437464,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
230,9.16,21,21,37.473300006240606,26.685666857027943,,,32.97129995189607,"{""car"": 17, ""truck"": 3, ""bus"": 1}",21,"{""car"": 17, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
231,9.2,19,19,37.50800003763288,26.660978964398808,,,33.915999985765666,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,3,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
232,9.24,21,21,36.60789999412373,27.316508189776503,,,33.0625000060536,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
233,9.28,20,20,37.432100041769445,26.71503866692298,,,33.26370002469048,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
234,9.32,21,21,37.02980000525713,27.00527682725885,,,32.8443999751471,"{""car"": 16, ""truck"": 5}",21,"{""car"": 16, ""truck"": 5}",1,3,0,0,0,0,21,"{""car"": 16, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
235,9.36,22,22,38.417300034780055,26.029939613004487,,,33.93430000869557,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,3,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
236,9.4,21,21,37.15970000484958,26.91087387329536,,,33.111699973233044,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
237,9.44,22,22,38.501700037159026,25.972879094556166,,,34.57709995564073,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
238,9.48,22,22,37.58699999889359,26.604943199229414,,,33.27300003729761,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
239,9.52,22,22,37.71990002132952,26.511204945785344,,,33.585499972105026,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
240,9.56,22,22,38.113499991595745,26.237422441405432,,,33.66959997219965,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,3,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
241,9.6,23,23,37.929899990558624,26.36442490617999,,,33.47790002590045,"{""car"": 19, ""truck"": 4}",23,"{""car"": 19, ""truck"": 4}",1,3,0,0,0,0,23,"{""car"": 19, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
242,9.64,22,22,38.359500002115965,26.06916148398281,,,34.08160002436489,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
243,9.68,22,22,37.552100024186075,26.629669162468485,,,33.39539997978136,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,3,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
244,9.72,22,22,37.5544999842532,26.62796736527727,,,33.2407999667339,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,3,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
245,9.76,21,21,37.436300015542656,26.71204151010714,,,33.61179999774322,"{""car"": 18, ""truck"": 3}",21,"{""car"": 18, ""truck"": 3}",1,3,0,0,0,0,21,"{""car"": 18, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
246,9.8,21,21,37.81479998724535,26.444672465206548,,,33.51519996067509,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
247,9.84,21,21,36.94209997775033,27.069386975897007,,,32.950300024822354,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
248,9.88,21,21,38.19669998483732,26.18027212814099,,,33.830999978818,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
249,9.92,21,21,37.7291000331752,26.504740349510058,,,33.46949996193871,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
250,9.96,21,21,36.26790002454072,27.572591722248838,,,32.24440000485629,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,3,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
251,10.0,20,20,42.26730001391843,23.65895147479741,,,37.91900002397597,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
252,10.04,20,20,37.37059998093173,26.759003080235477,,,33.31099997740239,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
253,10.08,20,20,36.652700044214725,27.283119628122467,,,32.570799987297505,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,3,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
254,10.12,19,19,37.01909998198971,27.013082448965896,,,32.88730001077056,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,3,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
255,10.16,19,19,37.412600009702146,26.728962962763124,,,33.12109998660162,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,3,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
256,10.2,19,19,38.06699998676777,26.26947225543394,,,33.904200012329966,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,3,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
257,10.24,19,19,38.174600049387664,26.19542833995036,,,34.00909999618307,"{""car"": 14, ""truck"": 5}",19,"{""car"": 14, ""truck"": 5}",1,3,0,0,0,0,19,"{""car"": 14, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,3,4,horizontal
258,10.28,19,19,37.32190001755953,26.793919911084682,,,33.28869998222217,"{""car"": 14, ""truck"": 5}",19,"{""car"": 14, ""truck"": 5}",1,4,0,0,0,0,19,"{""car"": 14, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
259,10.32,18,18,34.25009996863082,29.196995072011052,,,30.96870001172647,"{""car"": 13, ""truck"": 5}",18,"{""car"": 13, ""truck"": 5}",1,4,0,0,0,0,18,"{""car"": 13, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
260,10.36,19,19,37.02990000601858,27.005203898402833,,,32.688100007362664,"{""car"": 14, ""truck"": 5}",19,"{""car"": 14, ""truck"": 5}",1,4,0,0,0,0,19,"{""car"": 14, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
261,10.4,19,19,36.922400002367795,27.08382986847743,,,32.72319998359308,"{""car"": 14, ""truck"": 5}",19,"{""car"": 14, ""truck"": 5}",1,4,0,0,0,0,19,"{""car"": 14, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
262,10.44,18,18,37.45189995970577,26.700915069085756,,,33.60829997109249,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,4,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
263,10.48,18,18,35.57889995863661,28.106546328373895,,,31.95809997851029,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,4,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
264,10.52,17,17,39.229299989528954,25.491150753822247,,,35.316399997100234,"{""car"": 13, ""truck"": 4}",17,"{""car"": 13, ""truck"": 4}",1,4,0,0,0,0,17,"{""car"": 13, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
265,10.56,18,18,40.189100021962076,24.882368588834574,,,36.876400001347065,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,4,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
266,10.6,17,17,39.111599966418,25.567862241857146,,,35.15660000266507,"{""car"": 13, ""truck"": 4}",17,"{""car"": 13, ""truck"": 4}",1,4,0,0,0,0,17,"{""car"": 13, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,4,5,horizontal
267,10.64,18,18,40.83290003472939,24.490055792007798,,,36.57820000080392,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,5,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
268,10.68,20,20,40.58910004096106,24.637156256010506,,,36.22199996607378,"{""car"": 15, ""truck"": 4, ""bus"": 1}",20,"{""car"": 15, ""truck"": 4, ""bus"": 1}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
269,10.72,18,18,40.74760002549738,24.541322663770643,,,36.12510004313663,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,5,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
270,10.76,18,18,39.701899979263544,25.187711432508365,,,35.55089997826144,"{""car"": 14, ""truck"": 4}",18,"{""car"": 14, ""truck"": 4}",1,5,0,0,0,0,18,"{""car"": 14, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
271,10.8,19,19,43.02590002771467,23.24181479889696,,,38.129799999296665,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,5,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
272,10.84,19,19,40.7190999831073,24.558499584098357,,,36.545999988447875,"{""car"": 15, ""truck"": 4}",19,"{""car"": 15, ""truck"": 4}",1,5,0,0,0,0,19,"{""car"": 15, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
273,10.88,20,20,37.6475999946706,26.56211817331145,,,33.54470001067966,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,5,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
274,10.92,20,20,38.26489998027682,26.133610711525126,,,34.00819998933002,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
